BEVOEGD GEZAG NUMMER;INSTELLING;VESTIGINGSNUMMER;INSTELLINGSNAAM VESTIGING;PLAATSNAAM;GEMEENTENUMMER;GEMEENTENAAM;PROVINCIE;AANTAL LEERLINGEN;AANTAL VO LEERLINGEN UITBESTEED AAN VAVO
42621;14RF;14RF00;ZAAM Oost;AMSTERDAM;363;AMSTERDAM;Noord-Holland;846;<5
42621;14RF;14RF03;College De Meer (Lavoisierstr);AMSTERDAM;363;AMSTERDAM;Noord-Holland;241;0
42621;14RF;14RF04;Bindelmeer College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;378;0
42621;14RF;14RF05;College de Meer (Radioweg);AMSTERDAM;363;AMSTERDAM;Noord-Holland;153;0
42621;14RF;14RF06;Cygnus Gymnasium;AMSTERDAM;363;AMSTERDAM;Noord-Holland;807;0
42621;14RF;14RF08;Havo de Hof;AMSTERDAM;363;AMSTERDAM;Noord-Holland;413;<5
42621;17HB;17HB00;ZAAM West;AMSTERDAM;363;AMSTERDAM;Noord-Holland;831;<5
42621;17HB;17HB06;Calvijn College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;489;<5
42621;17HB;17HB07;Iedersland College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;157;0
42621;17VF;17VF00;ZAAM Noord;AMSTERDAM;363;AMSTERDAM;Noord-Holland;759;<5
42621;17VF;17VF02;ABC Noorderlicht;AMSTERDAM;363;AMSTERDAM;Noord-Holland;376;0
42621;17VF;17VF03;Over-IJ College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;417;0
42621;17VF;17VF04;Bernard Nieuwentijt College;MONNICKENDAM;852;WATERLAND;Noord-Holland;313;0
42621;17VF;17VF06;Hogelant;AMSTERDAM;363;AMSTERDAM;Noord-Holland;108;0
42621;17VF;17VF08;Xplore Agora Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;195;0
42621;21ET;21ET00;ZAAM Zuid;AMSTERDAM;363;AMSTERDAM;Noord-Holland;872;<5
42621;21ET;21ET02;Sweelinck College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;339;<5
42621;21ET;21ET04;Huygens College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;403;<5
42621;21ET;21ET07;Zuiderlicht College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;249;0
42621;21ET;21ET08;De Apollo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;326;<5
42621;21ET;21ET11;Zuiderlicht College;AMSTERDAM;363;AMSTERDAM;Noord-Holland;173;0
42621;21ET;21ET12;Vinse School;AMSTERDAM;363;AMSTERDAM;Noord-Holland;373;0
42621;26JZ;26JZ00;De Faam;ZAANDAM;479;ZAANSTAD;Noord-Holland;216;0
42623;17BZ;17BZ00;Van der Capellen SGM;ZWOLLE;193;ZWOLLE;Overijssel;1243;51
42623;17BZ;17BZ02;Capellenborg;WIJHE;1773;OLST-WIJHE;Overijssel;353;0
42623;17BZ;17BZ03;Van der Capellen SGM;ELBURG;230;ELBURG;Gelderland;266;<5
42623;17BZ;17BZ04;Zeven Linden College;DEDEMSVAART;160;HARDENBERG;Overijssel;530;5
42623;19UO;19UO00;Praktijkschool Het Kwartiers;ZWOLLE;193;ZWOLLE;Overijssel;138;0
42623;20CF;20CF00;Gymnasium Celeanum;ZWOLLE;193;ZWOLLE;Overijssel;437;5
42623;20CF;20CF01;Gymnasium Celeanum;ZWOLLE;193;ZWOLLE;Overijssel;274;0
42623;20DB;20DB00;Thorbecke SGM;ZWOLLE;193;ZWOLLE;Overijssel;1465;22
42623;20DB;20DB03;Thorbecke SGM;ZWOLLE;193;ZWOLLE;Overijssel;609;0
42623;20DB;20DB11;Thorbecke SGM;ZWOLLE;193;ZWOLLE;Overijssel;15;0
42635;07FO;07FO00;Praktijkschool Westfriesland;HOORN NH;405;HOORN;Noord-Holland;219;0
42635;27PM;27PM00;Praktijkschool West-Friesland;GROOTEBROEK;532;STEDE BROEC;Noord-Holland;179;0
42681;03RB;03RB00;Chr SGM Prins Maurits;MIDDELHARNIS;1924;GOEREE-OVERFLAKKEE;Zuid-Holland;1569;<5
42696;30WH;30WH00;Avicenna College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;826;6
42696;30WH;30WH02;Avicenna College;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;218;0
42709;18TR;18TR00;OZHW;RIDDERKERK;597;RIDDERKERK;Zuid-Holland;320;0
42709;18TR;18TR01;OZHW locatie Gemini Lekkerkerk;LEKKERKERK;1931;KRIMPENERWAARD;Zuid-Holland;501;0
42709;18TR;18TR02;OZHW loc. Walburg Zwijndrecht;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;1043;10
42709;18TR;18TR03;OZHW locatie LOC@ Walburg;ZWIJNDRECHT;642;ZWIJNDRECHT;Zuid-Holland;292;0
42709;18TR;18TR07;OZHW loc. Dalton Barendrecht;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;1804;18
42709;18TR;18TR10;OZHW locatie Maxima;RIDDERKERK;597;RIDDERKERK;Zuid-Holland;84;0
42709;18TR;18TR11;OZHW locatie Focus;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;333;0
42709;18TR;18TR12;OZHWgroen;BARENDRECHT;489;BARENDRECHT;Zuid-Holland;149;0
42709;18TR;18TR13;OZHW;RIDDERKERK;597;RIDDERKERK;Zuid-Holland;702;<5
42709;20AE;20AE00;Willem De Zwijger College;PAPENDRECHT;590;PAPENDRECHT;Zuid-Holland;1189;15
42709;20AE;20AE01;Willem De Zwijger College;HARDINXVELD-GIESSENDAM;523;HARDINXVELD-GIESSENDAM;Zuid-Holland;285;0
42716;31BL;31BL00;De Amsterdamse Mavo;AMSTERDAM;363;AMSTERDAM;Noord-Holland;266;0
42718;29ZT;29ZT00;Pvo Kapelle;KAPELLE;678;KAPELLE;Zeeland;311;0
42718;30UV;30UV00;Pvo Hurdegarijp;HURDEGARYP;737;TYTSJERKSTERADIEL;Friesland;280;0
42718;31CZ;31CZ00;PvO Geldermalsen;GELDERMALSEN;1960;WEST BETUWE;Gelderland;382;<5
42718;31FG;31FG00;PVO Amsterdam;AMSTERDAM;363;AMSTERDAM;Noord-Holland;291;0
42718;31FH;31FH00;Pvo Utrecht;UTRECHT;344;UTRECHT;Utrecht;216;0
42718;31KZ;31KZ00;Pvo Hoorn;HOORN NH;405;HOORN;Noord-Holland;183;0
42718;31LA;31LA00;Pvo Hengelo;HENGELO OV;164;HENGELO;Overijssel;126;0
42718;31LB;31LB00;Pvo Deventer;DEVENTER;150;DEVENTER;Overijssel;273;0
42752;31GM;31GM00;Cornelius Haga Lyceum;AMSTERDAM;363;AMSTERDAM;Noord-Holland;444;12
42770;00AQ;00AQ00;Zwin College SGM;OOSTBURG;1714;SLUIS;Zeeland;722;0
42770;25FX;25FX00;Reynaert College;HULST;677;HULST;Zeeland;673;0
42770;25FX;25FX01;Reynaert College;HULST;677;HULST;Zeeland;415;0
42770;26JV;26JV00;Praktijkschool Hulst;HULST;677;HULST;Zeeland;79;0
42770;31JW;31JW00;Lodewijk College;TERNEUZEN;715;TERNEUZEN;Zeeland;1253;6
42770;31JW;31JW01;Lodewijk College;TERNEUZEN;715;TERNEUZEN;Zeeland;935;<5
42771;16KP;16KP00;OSG de Hogeberg;DEN BURG;448;TEXEL;Noord-Holland;614;<5
42813;00TU;00TU00;GSR;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1108;8
42813;00TU;00TU01;Geref SGM Randstad;RIJSWIJK ZH;603;RIJSWIJK;Zuid-Holland;152;<5
42817;19IP;19IP00;Rembrandt College;VEENENDAAL;345;VEENENDAAL;Utrecht;898;<5
42818;02RA;02RA00;KSGM Veluws College;APELDOORN;200;APELDOORN;Gelderland;1435;17
42818;02RA;02RA01;KSGM Veluws College;APELDOORN;200;APELDOORN;Gelderland;562;0
42818;02RA;02RA02;KSGM Veluws College;APELDOORN;200;APELDOORN;Gelderland;588;<5
42818;02RA;02RA03;KSGM Veluws College;TWELLO;285;VOORST;Gelderland;410;0
42818;02RA;02RA05;RK SGM Veluws College;APELDOORN;200;APELDOORN;Gelderland;217;0
42818;08SG;08SG00;CVO Apeldoorn;APELDOORN;200;APELDOORN;Gelderland;1257;7
42818;08SG;08SG01;UDO vakgericht vmbo;APELDOORN;200;APELDOORN;Gelderland;933;0
42818;08SG;08SG06;CVO Apeldoorn;APELDOORN;200;APELDOORN;Gelderland;1329;8
42818;20KQ;20KQ00;Openbare SGM Apeldoorn;APELDOORN;200;APELDOORN;Gelderland;1114;28
42818;20KQ;20KQ04;UGO verkennend vmbo;APELDOORN;200;APELDOORN;Gelderland;594;0
42818;20KQ;20KQ06;Openbare SGM Apeldoorn;APELDOORN;200;APELDOORN;Gelderland;78;0
42818;20QU;20QU00;Gymnasium Apeldoorn;APELDOORN;200;APELDOORN;Gelderland;576;0
42860;14FW;14FW00;OSG Sevenwolden;HEERENVEEN;74;HEERENVEEN;Friesland;1078;18
42860;14FW;14FW01;OPB SGM Sevenwolden;HEERENVEEN;74;HEERENVEEN;Friesland;574;0
42860;14FW;14FW02;OPB SGM Sevenwolden;HEERENVEEN;74;HEERENVEEN;Friesland;309;0
42860;14FW;14FW04;OPB SGM Sevenwolden;JOURE;1940;DE FRYSKE MARREN;Friesland;320;0
42860;14FW;14FW05;OPB SGM Sevenwolden;GROU;80;LEEUWARDEN;Friesland;272;0
42860;25CV;25CV00;Bornego College;HEERENVEEN;74;HEERENVEEN;Friesland;580;7
42860;25CV;25CV01;Bornego College- Junior & Mavo;HEERENVEEN;74;HEERENVEEN;Friesland;548;0
42860;25CV;25CV02;Bornego College VMBO;HEERENVEEN;74;HEERENVEEN;Friesland;152;<5
42860;25CV;25CV03;Bornego College vst.  Joure;JOURE;1940;DE FRYSKE MARREN;Friesland;233;0
42860;25CV;25CV05;Bornego College;HEERENVEEN;74;HEERENVEEN;Friesland;147;0
42860;26KP;26KP00;De Compagnie Sevenwolden;HEERENVEEN;74;HEERENVEEN;Friesland;179;0
42880;16ZK;16ZK00;Hogeland College;WARFFUM;1966;HET HOGELAND;Groningen;644;<5
42880;16ZK;16ZK01;Hogeland College;WINSUM GN;1966;HET HOGELAND;Groningen;268;0
42880;16ZK;16ZK02;Hogeland College;UITHUIZEN;1966;HET HOGELAND;Groningen;326;0
42992;02QO;02QO00;Sint Oelbert Gymnasium;OOSTERHOUT NB;826;OOSTERHOUT;Noord-Brabant;640;5
42992;03AM;03AM00;Stedelijk Gymnasium;BREDA;758;BREDA;Noord-Brabant;829;6
42992;14SZ;14SZ00;Newmancollege;BREDA;758;BREDA;Noord-Brabant;1383;<5
42992;16RF;16RF00;OLV - Breda;BREDA;758;BREDA;Noord-Brabant;1319;9
42992;25GC;25GC00;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;1207;<5
42992;25GC;25GC01;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;559;0
42992;25GC;25GC02;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;1440;21
42992;25GC;25GC03;SGM Breda voor Katholiek VO;ZUNDERT;879;ZUNDERT;Noord-Brabant;330;<5
42992;25GC;25GC08;SGM Breda voor Katholiek VO;BAARLE-NASSAU;744;BAARLE-NASSAU;Noord-Brabant;207;0
42992;25GC;25GC09;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;331;0
42992;25GC;25GC10;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;329;<5
42992;25GC;25GC11;SGM Breda voor Katholiek VO;BREDA;758;BREDA;Noord-Brabant;185;<5
42992;31TK;31TK00;Graaf Engelbrecht;BREDA;758;BREDA;Noord-Brabant;771;<5
43239;02GF;02GF00;Mgr Frencken College;OOSTERHOUT NB;826;OOSTERHOUT;Noord-Brabant;1390;<5
43837;17VS;17VS00;Greijdanus;ZWOLLE;193;ZWOLLE;Overijssel;2345;18
43837;17VS;17VS02;Greijdanus;ENSCHEDE;153;ENSCHEDE;Overijssel;163;0
43837;17VS;17VS03;Greijdanus;HARDENBERG;160;HARDENBERG;Overijssel;900;0
43837;17VS;17VS04;Greijdanus;MEPPEL;119;MEPPEL;Drenthe;559;0
44813;17UX;17UX00;Wildveld;VENLO;983;VENLO;Limburg;284;0
45697;03SX;03SX00;De Baander;AMERSFOORT;307;AMERSFOORT;Utrecht;246;0
46594;02EB;02EB00;Chr SGM Vincent van Gogh;ASSEN;106;ASSEN;Drenthe;1120;19
46594;02EB;02EB04;Chr SGM Vincent van Gogh;ASSEN;106;ASSEN;Drenthe;567;0
46594;02EB;02EB07;Chr SGM Vincent van Gogh;BEILEN;1731;MIDDEN-DRENTHE;Drenthe;291;0
46632;02GN;02GN00;SGM Kennemer Lyceum;OVERVEEN;377;BLOEMENDAAL;Noord-Holland;982;12
46879;02GP;02GP00;Het Rijnlands Lyceum Wassenaar;WASSENAAR;629;WASSENAAR;Zuid-Holland;987;<5
46879;02GP;02GP04;Het Rijnlands Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;137;<5
46879;02GP;02GP05;Het Rijnlands Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;1333;0
46879;02GP;02GP06;Het Rijnlands Lyceum;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;781;0
46879;14TD;14TD00;Sgm Het Rynlands Sassenh;SASSENHEIM;1525;TEYLINGEN;Zuid-Holland;1167;5
46879;16RH;16RH00;Het Rijnlands LYC;OEGSTGEEST;579;OEGSTGEEST;Zuid-Holland;1428;<5
47711;02GS;02GS00;SGM Montessori Lyc Rdam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1080;<5
48648;00VR;00VR00;St.- Jozefmavo;VLAARDINGEN;622;VLAARDINGEN;Zuid-Holland;743;0
49155;00VY;00VY00;RK SGM Cals College;NIEUWEGEIN;356;NIEUWEGEIN;Utrecht;2161;6
49155;00VY;00VY04;RK SGM Cals College;IJSSELSTEIN UT;353;IJSSELSTEIN;Utrecht;825;<5
49155;22NE;22NE00;College De Heemlanden;HOUTEN;321;HOUTEN;Utrecht;1476;15
49155;30BE;30BE00;Houtens;HOUTEN;321;HOUTEN;Utrecht;582;<5
49701;00WI;00WI00;Chr. College Groevenbeek;ERMELO;233;ERMELO;Gelderland;2762;35
49701;00WI;00WI04;Chr. College Groevenbeek;PUTTEN;273;PUTTEN;Gelderland;474;0
49778;18CV;18CV00;Martinus College;GROOTEBROEK;532;STEDE BROEC;Noord-Holland;1522;<5
53990;00UZ;00UZ00;Fioretti College;LISSE;553;LISSE;Zuid-Holland;1505;<5
53990;00UZ;00UZ04;Fioretti College;HILLEGOM;534;HILLEGOM;Zuid-Holland;846;<5
53990;02KB;02KB00;Teylingen College;VOORHOUT;1525;TEYLINGEN;Zuid-Holland;782;<5
53990;02KB;02KB01;Teylingen College;NOORDWIJKERHOUT;575;NOORDWIJK;Zuid-Holland;1307;<5
53990;02KB;02KB02;Teylingen College;OEGSTGEEST;579;OEGSTGEEST;Zuid-Holland;598;<5
53990;02KB;02KB06;Teylingen College;LISSE;553;LISSE;Zuid-Holland;134;0
53990;02KB;02KB08;ISK Duin- en Bollenstreek Zuid;RIJNSBURG;537;KATWIJK;Zuid-Holland;60;0
57266;02VD;02VD00;Visser t Hooft Lyceum;LEIDEN;546;LEIDEN;Zuid-Holland;1343;7
57266;02VD;02VD04;Visser t Hooft Lyceum;LEIDERDORP;547;LEIDERDORP;Zuid-Holland;412;<5
57266;02VD;02VD05;Visser t Hooft Lyceum;RIJNSBURG;537;KATWIJK;Zuid-Holland;386;0
57266;21GW;21GW00;Bonaventuracollege;LEIDEN;546;LEIDEN;Zuid-Holland;599;<5
57266;21GW;21GW02;Bonaventuracollege;LEIDEN;546;LEIDEN;Zuid-Holland;844;<5
57266;21GW;21GW03;Bonaventuracollege;LEIDEN;546;LEIDEN;Zuid-Holland;574;<5
57266;21GW;21GW07;Bonaventuracollege;LEIDEN;546;LEIDEN;Zuid-Holland;120;0
59282;00YH;00YH00;C S De Hoven;GORINCHEM;512;GORINCHEM;Zuid-Holland;401;0
59282;00YH;00YH01;Locatie, Schans;SLEEUWIJK;1959;ALTENA;Noord-Brabant;297;0
59282;00YH;00YH02;Locatie, Calvijn;HARDINXVELD-GIESSENDAM;523;HARDINXVELD-GIESSENDAM;Zuid-Holland;419;0
59282;00YH;00YH03;Locatie, Lyceum oudehoven;GORINCHEM;512;GORINCHEM;Zuid-Holland;1060;7
59282;00YH;00YH05;Locatie, Gilde;GORINCHEM;512;GORINCHEM;Zuid-Holland;708;0
59282;00YH;00YH06;Locatie, Windroos;GORINCHEM;512;GORINCHEM;Zuid-Holland;249;0
59282;00YH;00YH09;Locatie, Tienercollege;GORINCHEM;512;GORINCHEM;Zuid-Holland;8;0
59282;17XU;17XU00;Het Heerenlanden;LEERDAM;1961;VIJFHEERENLANDEN;Utrecht;711;5
59282;17XU;17XU01;locatie De Joost;LEERDAM;1961;VIJFHEERENLANDEN;Utrecht;195;0
62181;03ZY;03ZY00;School voor PRO De Maat;OMMEN;175;OMMEN;Overijssel;167;0
67107;02PA;02PA00;Mediacollege Amsterdam Ma;AMSTERDAM;363;AMSTERDAM;Noord-Holland;285;0
67237;23JA;23JA01;Grafisch Lyceum R'dam;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;504;0
69994;06SU;06SU00;Ichthus College;VEENENDAAL;345;VEENENDAAL;Utrecht;2027;12
70176;07MZ;07MZ00;School voor PRO De Poort;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;262;0
70396;02QQ;02QQ00;Notre Dame Des Anges;UBBERGEN;1945;BERG EN DAL;Gelderland;604;<5
71436;02QX;02QX00;Petrus Canisius College;ALKMAAR;361;ALKMAAR;Noord-Holland;1218;27
71436;02QX;02QX01;Petrus Canisius College;ALKMAAR;361;ALKMAAR;Noord-Holland;360;<5
71436;02QX;02QX03;Petrus Canisius College;ALKMAAR;361;ALKMAAR;Noord-Holland;590;0
71436;02QX;02QX06;Petrus Canisius College;BERGEN NH;373;BERGEN NH;Noord-Holland;117;0
71436;02QX;02QX07;Petrus Canisius College;HEILOO;399;HEILOO;Noord-Holland;320;0
71553;02QZ;02QZ00;Keizer Karel College;AMSTELVEEN;362;AMSTELVEEN;Noord-Holland;1761;13
71553;14VG;14VG00;Alkwin Kollege;UITHOORN;451;UITHOORN;Noord-Holland;1604;16
72464;15DN;15DN00;Chr SSVO De Boog;APELDOORN;200;APELDOORN;Gelderland;176;0
72853;20GS;20GS00;Don Bosco College;VOLENDAM;385;EDAM-VOLENDAM;Noord-Holland;1118;<5
73114;12PR;12PR00;Praktijkcollege Tilburg;TILBURG;855;TILBURG;Noord-Brabant;276;0
73646;02SB;02SB00;Lyceum Sancta Maria;HAARLEM;392;HAARLEM;Noord-Holland;1538;21
73841;00XA;00XA00;Trinitas College;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;1356;7
73841;00XA;00XA01;Trinitas College;HEERHUGOWAARD;1980;DIJK EN WAARD;Noord-Holland;1013;<5
73841;16CX;16CX00;Regius College Schagen;SCHAGEN;441;SCHAGEN;Noord-Holland;1463;10
73841;16CX;16CX04;Regius College Schagen;SCHAGEN;441;SCHAGEN;Noord-Holland;574;0
73841;16CX;16CX08;Regius College Schagen;SCHAGEN;441;SCHAGEN;Noord-Holland;736;<5
73841;19SQ;19SQ00;Regius College Emmalaan PRO;SCHAGEN;441;SCHAGEN;Noord-Holland;136;0
74050;01GV;01GV00;Mavoschool Sancta Maria;'S-HERTOGENBOSCH;796;S HERTOGENBOSCH;Noord-Brabant;282;0
74374;02ME;02ME00;Tabor College;HOORN NH;405;HOORN;Noord-Holland;944;0
74374;02ME;02ME01;Tabor College loc Werenfridus;HOORN NH;405;HOORN;Noord-Holland;1361;12
74374;02ME;02ME02;Tabor College loc Oscar Romero;HOORN NH;405;HOORN;Noord-Holland;1318;11
75311;06XL;06XL00;Markland College Oudenbosch;OUDENBOSCH;1655;HALDERBERGE;Noord-Brabant;1436;0
75311;30EU;30EU00;Markland College Zevenbergen;ZEVENBERGEN;1709;MOERDIJK;Noord-Brabant;1066;<5
76415;02TD;02TD00;Jan Arentsz Chr SGM;ALKMAAR;361;ALKMAAR;Noord-Holland;1486;25
76415;02TD;02TD03;CSG Jan Arentsz - Van der Meij;ALKMAAR;361;ALKMAAR;Noord-Holland;95;0
76415;02TD;02TD04;Jan Arentsz Chr SGM;ZUID-SCHARWOUDE;1980;DIJK EN WAARD;Noord-Holland;434;<5
76688;02TG;02TG00;Het Baarnsch Lyceum;BAARN;308;BAARN;Utrecht;1105;7
76740;17WP;17WP00;Werkpl Kindergem Sch;BILTHOVEN;310;DE BILT;Utrecht;1367;9
76753;02TH;02TH00;Jordan MLU;ZEIST;355;ZEIST;Utrecht;927;<5
77690;01KD;01KD00;Kolom Praktijkcoll. De Schakel;HAARLEM;392;HAARLEM;Noord-Holland;113;0
77690;09PY;09PY00;Kolom Praktijkcoll. De Atlant;AMSTERDAM;363;AMSTERDAM;Noord-Holland;151;0
77690;10JY;10JY00;Kolom Praktijkcoll. Het Plein;AMSTERDAM;363;AMSTERDAM;Noord-Holland;185;0
77690;26HP;26HP00;Kolom Praktijkcollege Noord;AMSTERDAM;363;AMSTERDAM;Noord-Holland;180;0
77690;27VH;27VH00;Kolom Praktijkcollege De Dreef;AMSTERDAM;363;AMSTERDAM;Noord-Holland;128;0
77741;14WE;14WE00;Adelbert College;WASSENAAR;629;WASSENAAR;Zuid-Holland;964;<5
78001;02TZ;02TZ00;RK SGM St Michaelcollege;ZAANDAM;479;ZAANSTAD;Noord-Holland;1330;16
78132;26KA;26KA00;Futura College;WOERDEN;632;WOERDEN;Utrecht;223;0
78157;02UC;02UC00;Atheneum Coll Hageveld;HEEMSTEDE;397;HEEMSTEDE;Noord-Holland;1407;7
78457;23GF;23GF00;Stg Cheider VO;AMSTERDAM;363;AMSTERDAM;Noord-Holland;33;0
78482;02UG;02UG00;Laurens Lyceum;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;965;14
79314;02UP;02UP00;Marnix College;EDE GLD;228;EDE;Gelderland;785;10
79314;02UP;02UP01;Marnix College;EDE GLD;228;EDE;Gelderland;621;0
79496;02UT;02UT00;VCL;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;883;<5
80082;01MB;01MB00;RK Alfrink College SGM;ZOETERMEER;637;ZOETERMEER;Zuid-Holland;1540;8
80328;02VM;02VM00;Christelijk Lyceum SGM;VEENENDAAL;345;VEENENDAAL;Utrecht;1944;18
83228;01GX;01GX00;Chr Lyceum Delft;DELFT;503;DELFT;Zuid-Holland;1800;6
83228;01GX;01GX02;Chr Lyceum Delft;DELFT;503;DELFT;Zuid-Holland;419;7
83228;01GX;01GX03;Chr Lyceum Delft;DELFT;503;DELFT;Zuid-Holland;260;0
84021;01RL;01RL00;Jacobus Fruijtier SGM;APELDOORN;200;APELDOORN;Gelderland;1308;<5
84021;01RL;01RL01;Jacobus Fruijtier SGM;RIJSSEN;1742;RIJSSEN-HOLTEN;Overijssel;635;0
84021;01RL;01RL02;Jacobus Fruijtier SGM;UDDEL;200;APELDOORN;Gelderland;482;0
85425;07FH;07FH00;Mendel College;HAARLEM;392;HAARLEM;Noord-Holland;1870;19
91092;02XS;02XS00;Altena College Chr SGM;SLEEUWIJK;1959;ALTENA;Noord-Brabant;1139;<5
95785;16TV;16TV00;Vrije School Z-Holland;'S-GRAVENHAGE;518;S GRAVENHAGE;Zuid-Holland;623;<5
95785;16TV;16TV01;Vrije School Z-Holland;ROTTERDAM;599;ROTTERDAM;Zuid-Holland;1136;6
95785;16TV;16TV02;Vrije School Z-Holland;LEIDEN;546;LEIDEN;Zuid-Holland;643;6
99048;02ZC;02ZC00;Gymn vh Bernardinuscoll;HEERLEN;917;HEERLEN;Limburg;250;0
99048;13FB;13FB00;Katholieke School voor Pro;HEERLEN;917;HEERLEN;Limburg;231;0
99048;16VM;16VM00;Herlecollege;HEERLEN;917;HEERLEN;Limburg;513;0
99048;16VM;16VM07;Herlecollege;HEERLEN;917;HEERLEN;Limburg;100;0
99048;17JB;17JB00;Charlemagne College;LANDGRAAF;882;LANDGRAAF;Limburg;1437;<5
99048;17JB;17JB01;Charlemagne College;LANDGRAAF;882;LANDGRAAF;Limburg;496;0
99048;17JB;17JB02;Charlemagne College;KERKRADE;928;KERKRADE;Limburg;326;0
99048;19HV;19HV00;VWO van het Bernardinuscollege;HEERLEN;917;HEERLEN;Limburg;402;0
99048;19QC;19QC00;Bernardinuscollege;HEERLEN;917;HEERLEN;Limburg;373;<5
99048;19XS;19XS00;Sintermeertencollege;HEERLEN;917;HEERLEN;Limburg;1404;11
99048;19XS;19XS01;Sintermeertencollege;HEERLEN;917;HEERLEN;Limburg;260;0
99048;26KZ;26KZ00;Openbare School voor Pro;HEERLEN;917;HEERLEN;Limburg;284;0
